Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Ngõ 268/56, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",39 m²,3.85 tỷ,4 m,3.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Đồ nội thất chuẩn xịn, cửa thông phòng, tay vịn cầu thang gỗ Lim, sàn gỗ, tủ bếp, thiết bị vệ sinh Toto, cửa sổ nhôm kính chất lượng.",,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",55 m²,5.5 tỷ,4 m,,5 tầng,6 phòng,4 phòng,Sổ đỏ.,Đầy đủ.,,
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",113 m²,29.5 tỷ,4.5 m,5 m,8 tầng,20 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Ngõ 20, đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",92 m²,14.3 tỷ,,,,,,Sổ đỏ/ Sổ hồng.,,,
"Ngõ số 11, Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",71 m²,13.5 tỷ,4 m,,6 tầng,6 phòng,4 phòng,Sổ đỏ.,Đầy đủ.,,
"281/82/7C, Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",53 m²,3.99 tỷ,3.7 m,2.5 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Nam
"Phường Vạn Phúc, Hà Đông, Hà Nội",52 m²,5.8 tỷ,3.2 m,7 m,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Nhà 3 tầng xây chắc chắn sạch đẹp, có thể về ở được luôn.",Tây - Nam,Tây - Nam
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",70 m²,2.4 tỷ,5 m,2 m,,,,Sổ đỏ/ Sổ hồng.,,Đông - Nam,
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",31 m²,1.53 tỷ,4 m,6 m,4 tầng,4 phòng,3 phòng,Sổ đỏ chính chủ,Nội thất cơ bản,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",34 m²,Thỏa thuận,,,6 tầng,,,,,,
"Số 10 ngách 98 ngõ 136, Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",16.2 m²,2.2 tỷ,5 m,,,,,,,,
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",50 m²,6.7 tỷ,4 m,,5 tầng,7 phòng,,Sổ đầy đủ,Full nội thất cơ bản.,,
"Phố 72, Phường Dương Nội, Hà Đông, Hà Nội",52 m²,2.23 tỷ,5 m,3 m,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất mới,,
"Phố Tôn Đức Thắng, Phường Thổ Quan, Đống Đa, Hà Nội",33 m²,3.8 tỷ,,,,,,Sổ chính chủ,,,
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",48 m²,10.5 tỷ,4 m,10 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,,
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",25.8 m²,3.25 tỷ,,,3 tầng,,,Sổ đỏ chính chủ,,Nam,
"18D3 ngách 17/1333, Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",35 m²,3.95 tỷ,,,5 tầng,4 phòng,,,,,
"Đường Quốc lộ 32, Xã Vân Canh, Hoài Đức, Hà Nội",30 m²,3 tỷ,,,5 tầng,3 phòng,4 phòng,Nhà có sổ đỏ,Cơ bản,,
"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",63 m²,5.35 tỷ,5.1 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ.,Full nội thất.,,
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",68 m²,10.5 tỷ,,3 m,7 tầng,15 phòng,15 phòng,,,,
"Ngõ 322, Đường Hoàng Công Chất, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",55 m²,7.5 tỷ,3.5 m,,4 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",50 m²,6.38 tỷ,5.4 m,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đền Lừ 1, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",90 m²,17 tỷ,5.5 m,6 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,Tây,
"Só nhà 42e Ngõ 28/21/33 Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",30 m²,2.55 tỷ,3.5 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,"Nóng lanh, điều hòa, tủ bếp, quạt trần.",,
"Đường Trần Quý Cáp, Phường Văn Chương, Đống Đa, Hà Nội",45 m²,7.9 tỷ,3.4 m,,,,,,,,
"Phường Đội Cấn, Ba Đình, Hà Nội",45 m²,6.25 tỷ,,,,,,,,,
"Phường Xuân Phương, Nam Từ Liêm, Hà Nội",39.2 m²,Thỏa thuận,3.7 m,,,,,,,,
"59D ngõ 243, Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",30 m²,2.9 tỷ,4.6 m,2 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất đầy đủ như: Tủ bếp, nóng lạnh, bồn tắm kính, tủ âm tường trong phòng và được thiết kế rất hiện đại...",Tây - Bắc,Tây - Bắc
"Số 92a ngõ 318, Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",38.4 m²,5.7 tỷ,,,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ tiện nghi điều hoà tủ lạnh ,Đông,Đông
"Số 9B ngõ 237/28, Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",36 m²,4.5 tỷ,3.6 m,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam
"390, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",184 m²,44.8 tỷ,6.5 m,,4 tầng,,,Sổ đỏ.,"Sàn gỗ lim, hiện đại.",Tây - Nam,
"Ngõ 173, Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",43.5 m²,4.6 tỷ,,,5 tầng,3 phòng,3 phòng,Sổ đỏ.,,Đông - Bắc,
"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",62 m²,11 tỷ,4.2 m,3 m,7 tầng,13 phòng,14 phòng,Sổ đỏ chính chủ,Toàn bộ nội thất cao cấp,,
"Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",40 m²,5.35 tỷ,4 m,,4 tầng,4 phòng,3 phòng,,Đầy đủ ,,
"Đường Châu Văn Liêm, Phường Phú Đô, Nam Từ Liêm, Hà Nội",30 m²,3.75 tỷ,,,5 tầng,,,,,,
"Ngõ 175, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",115 m²,20 tỷ,7.5 m,,3 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bắc,
"Số 1A ngõ 98, Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",35 m²,9.6 tỷ,5 m,,6 tầng,,,Sổ đỏ chính chủ,"Cầu thang máy, điều hòa, bình nóng lạnh",,
"Đường Ngọc Hồi, Xã Ngọc Hồi, Thanh Trì, Hà Nội",30 m²,2.9 tỷ,,,5 tầng,,,,,,
"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",96.5 m²,21.3 tỷ,,,6 tầng,3 phòng,,,,,
"Xã Cự Khê, Thanh Oai, Hà Nội",32 m²,2.25 tỷ,3.7 m,,4 tầng,3 phòng,3 phòng,Sổ đỏ,"Đầy đủ nội thất gồm điều hòa, nóng lạnh, rèm cửa, xách vali về ở ngay.",,
"Ngõ 279, Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",46 m²,6.25 tỷ,,3.5 m,5 tầng,6 phòng,4 phòng,Sổ đỏ.,Full nội thất.,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Số 11 ngõ 86, Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",38 m²,5.2 tỷ,6 m,,4 tầng,4 phòng,,Sổ đỏ chính chủ,Hoàn hảo,,
"Đường Trường Chinh, Phường Phương Liệt, Thanh Xuân, Hà Nội",30 m²,9.1 tỷ,4 m,15 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Tây - Bắc,Tây - Bắc
"Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",40 m²,11.65 tỷ,6.6 m,10 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc,Bắc
"Đường Tức Mạc, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",105 m²,30.5 tỷ,,,,,,,,,
"Phố Hương Viên, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",74 m²,18.5 tỷ,3 m,,3 tầng,,,,,Đông,
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",41 m²,4.1 tỷ,,,5 tầng,6 phòng,,Sổ đỏ sẵn sàng giao dịch.,,,
"Số 4B 4/41, Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",32 m²,3.6 tỷ,,,5 tầng,3 phòng,4 phòng,,,Tây - Nam,
"Phường Mai Dịch, Cầu Giấy, Hà Nội",55 m²,6.8 tỷ,3.8 m,6 m,4 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,Đông - Bắc,
"Ngõ 8, Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",36 m²,3.5 tỷ,3.4 m,2.5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ đồ cơ bản ,Tây - Nam,
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",31 m²,3.4 tỷ,,,,,,,,,
"Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",45 m²,6.4 tỷ,,,5 tầng,5 phòng,4 phòng,,"Đầy đủ nội thất gồm: Sàn gỗ, trần thạch cao, tủ quần áo, tủ bếp, đầy đủ thiết bị vệ sinh.",,
"Ngõ 426 ngách 6, Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội",45.6 m²,6 tỷ,,,3 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Đường Nguyễn Hoàng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",40 m²,8.35 tỷ,,6 m,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Phố Trần Quốc Hoàn, Phường Dịch Vọng, Cầu Giấy, Hà Nội",50 m²,9.8 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",40 m²,4.35 tỷ,3.3 m,5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,Tây - Bắc,Tây - Bắc
"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",98 m²,30.5 tỷ,6.5 m,8 m,6 tầng,6 phòng,,Sổ đỏ/ Sổ hồng.,"Nội thất sang trọng, đẳng cấp.",,
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",72 m²,26 tỷ,9 m,8 m,7 tầng,9 phòng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Hồ Đắc Di, Phường Kim Liên, Đống Đa, Hà Nội",72 m²,12.7 tỷ,,,,,,,,,
"Số 24 ngõ 92, Đường Lương Yên, Hai Bà Trưng, Hà Nội",40 m²,4.2 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Tây,Tây
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Phố 72, Xã An Khánh, Hoài Đức, Hà Nội",52 m²,2.25 tỷ,5 m,3 m,3 tầng,3 phòng,3 phòng,,Đầy đủ.,,
"12 ngõ 86, Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",70 m²,Thỏa thuận,4.7 m,,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",33 m²,3.05 tỷ,3.7 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ sổ hồng,Nội thất đầy đủ.,Tây - Nam,Tây - Nam
"296/86, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",41 m²,4.29 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Ngõ 103, Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",65 m²,5.38 tỷ,5.1 m,3 m,5 tầng,9 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất cao cấp.,,
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",55 m²,3.7 tỷ,5 m,4 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,Đông - Bắc
"Đường Hồng Hà, Phường Phúc Xá, Ba Đình, Hà Nội",80 m²,8.8 tỷ,4.3 m,,6 tầng,10 phòng,11 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",99.6 m²,22.5 tỷ,6.5 m,8 m,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,Đông - Nam,
"Ngõ 45, Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",54 m²,7 tỷ,8 m,2 m,3 tầng,2 phòng,2 phòng,Sổ đỏ chính chủ,Đầy đủ nội thất đáp ứng nhu cầu sinh hoạt cho gia đình nhiều người. ,Đông - Nam,Đông - Nam
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",60 m²,17.8 tỷ,,10 m,6 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 165, Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",191 m²,16.5 tỷ,,,,,,,,,
"27, Đường Đại Cồ Việt, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",65 m²,16.99 tỷ,15 m,,6 tầng,,,,,,
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",55 m²,7.8 tỷ,14 m,3 m,6 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Ngõ Chợ Ngọc Thụy  Sn2 ngõ 264/47 Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",106 m²,8.5 tỷ,,6 m,3 tầng,4 phòng,2 phòng,Sổ đỏ.,Nội thất cơ bản.,Nam,Nam
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",61 m²,10.8 tỷ,,2 m,7 tầng,,,,,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",50 m²,13.5 tỷ,6 m,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",58 m²,13.8 tỷ,4 m,6 m,7 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",35 m²,4.5 tỷ,3.8 m,5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ.,Full nội thất đầy đủ trong nhà. Nội thất toàn hàng nhập chính hãng.,Đông - Bắc,Đông - Bắc
"Đường Yên Bệ, Xã Kim Chung, Hoài Đức, Hà Nội",34 m²,2.4 tỷ,3.35 m,2.2 m,4 tầng,4 phòng,3 phòng,,,,
"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",65 m²,Thỏa thuận,5 m,5 m,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Tây - Nam,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",36 m²,3.6 tỷ,4 m,2.5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,Tây - Nam,
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",40 m²,5.35 tỷ,4 m,,5 tầng,6 phòng,4 phòng,,,,
"Ngõ 341/79 số nhà 20, Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội",36 m²,3 tỷ,4 m,2.5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Đầy đủ nội thất - Nhà thiết kế hiện đại theo phong cách Tây Âu, tất cả các phòng đều có cửa sổ thông thoáng trong nhà có giếng trời to nên lúc nào cũng tràn ngập ánh sáng tự nhiên rất tốt cho sức khỏe",Tây - Nam,
"Ngõ 20, Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",36 m²,4.1 tỷ,4 m,2.5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,Đông - Nam,Đông - Nam
"Đường Tỉnh Lộ 422B, Xã Vân Canh, Hoài Đức, Hà Nội",45 m²,3.25 tỷ,4 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, khách mua chỉ việc dọn về ở",Đông,Đông
"Ngõ 269, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",65 m²,10.5 tỷ,5.5 m,,,4 phòng,3 phòng,,"Đầy đủ nội thất, có ô chờ thang máy",,
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",32 m²,3.35 tỷ,3.7 m,2 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,"Đủ nội thất, tivi, tủ lạnh, điều hoà, giường, tủ, máy giặt bếp từ,...",Đông - Nam,
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",33 m²,3.1 tỷ,4 m,4 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,Đông - Bắc,Đông - Bắc
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",45 m²,4.7 tỷ,6 m,,5 tầng,,,Sổ đỏ/ Sổ hồng,Hoàn thiện full nội thất cao cấp.,,
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",34 m²,1.75 tỷ,3.5 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Nội thất đầy đủ ,,
"Đường Nguyễn Khánh Toàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",47 m²,7.7 tỷ,5 m,4 m,5 tầng,6 phòng,,Có sổ.,Đầy đủ và hiện đại.,,
"SN 8 ngõ 126/32, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",32 m²,3.05 tỷ,3.8 m,2.5 m,5 tầng,5 phòng,,Sổ đỏ,,Đông - Nam,
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",35 m²,3.65 tỷ,3.5 m,6 m,5 tầng,3 phòng,4 phòng,Pháp lý đầy đủ,Full nội thất ,Đông,
"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",48 m²,10.2 tỷ,4.5 m,7 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,Đông - Bắc,
"Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",100 m²,29.8 tỷ,6.6 m,,8 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",58 m²,12.3 tỷ,3.5 m,4 m,5 tầng,5 phòng,4 phòng,,Nội thất đầy đủ,Tây,
"Phường Văn Chương, Đống Đa, Hà Nội",92 m²,24.5 tỷ,5.2 m,8 m,7 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Chiến Thắng, Phường La Khê, Hà Đông, Hà Nội",31 m²,3.15 tỷ,4 m,3 m,4 tầng,3 phòng,3 phòng,Sổ hồng,Nội thất đầy đủ,Tây - Bắc,Tây - Bắc
"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",70 m²,25 tỷ,5 m,5 m,,1 phòng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,Đông - Nam,Đông - Nam
"Ngõ 43 Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",40 m²,5.95 tỷ,4.3 m,,4 tầng,4 phòng,3 phòng,,,Tây - Bắc,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Phố Trung Hòa, Phường Trung Hòa, Cầu Giấy, Hà Nội",100 m²,18 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Phú Lương, Hà Đông, Hà Nội",86.2 m²,3.5 tỷ,,,,,,,,,
"Đường Kim Đồng, Phường Tân Mai, Hoàng Mai, Hà Nội",75 m²,13.5 tỷ,,,6 tầng,5 phòng,5 phòng,,,,
"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",40 m²,4.5 tỷ,5.6 m,2 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,Đông - Bắc,
"Ngõ 152, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",58 m²,14.2 tỷ,,13 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,Tây - Nam
"Phường Vạn Phúc, Hà Đông, Hà Nội",50 m²,Thỏa thuận,5 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ.,,Đông - Nam,
"Ngõ 191, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",55 m²,6.1 tỷ,3.6 m,2.5 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Nội thất xịn mới, sàn gỗ cao cấp, hệ thống cửa ra vào đều bằng gỗ Lim nguyên tấm cực đẹp, hệ thống trần thạch cao, đèn Led hiện đại sang trọng, tiết kiệm điện.",,
"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",30 m²,4.1 tỷ,3.5 m,2 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất cơ bản, đầy đủ.",,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",75 m²,13.5 tỷ,5 m,8 m,5 tầng,6 phòng,8 phòng,Sổ đỏ.,,,
"Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội",72 m²,16.5 tỷ,10 m,10 m,5 tầng,5 phòng,5 phòng,Đã có sổ đỏ,,Tây - Nam,
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",138 m²,13.5 tỷ,,,4 tầng,,,Sỏ đổ chính chủ,,,
"Ngõ 160, Đường Hoàng Mai, Phường Tương Mai, Hoàng Mai, Hà Nội",65 m²,5.38 tỷ,5.1 m,3 m,5 tầng,9 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,,
"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",33 m²,4.3 tỷ,3.3 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ, cơ bản.",,
"Số 44D ngõ 108, đường Nghi Tàm, Phường Quảng An, Tây Hồ, Hà Nội",61 m²,6.6 tỷ,6 m,,4 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Bắc,Đông - Bắc
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",55 m²,6.85 tỷ,3.5 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,Tây - Bắc,Tây - Bắc
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",51 m²,5.7 tỷ,,,4 tầng,4 phòng,,,,,
"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội",43 m²,3.75 tỷ,3.5 m,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Quốc lộ 6, Phường Yên Nghĩa, Hà Đông, Hà Nội",36 m²,2.15 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Đường Đội Nhân, Phường Vĩnh Phúc, Ba Đình, Hà Nội",66 m²,200 triệu/m²,4 m,5 m,,,,Sổ đỏ/ Sổ hồng,,Tây - Nam,
"Số 4B ngõ 684, Đường Hoàng Hoa Thám, Phường Thụy Khuê, Tây Hồ, Hà Nội",31.5 m²,4.65 tỷ,,,5 tầng,,,SĐCC,Tầng 2 full nội thất,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",52.4 m²,2 tỷ,4.84 m,2.8 m,2 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,"Tủ bếp, đảo bếp.",Tây - Nam,
"Đường Kiều Mai, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",50 m²,8.3 tỷ,,6 m,5 tầng,4 phòng,,,,,
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",30 m²,3.49 tỷ,4.5 m,2.5 m,4 tầng,3 phòng,3 phòng,Sổ đỏ sẵn sàng giao dịch,Full nội thất,Bắc,Bắc
"Ngõ 188/27, Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",50.4 m²,3.7 tỷ,4 m,,,,,Sổ đỏ chính chủ,,,
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",30 m²,3.8 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
