Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Nội thất,Số phòng ngủ
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",52 m²,5.8 tỷ,5.4 m,2.5 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,5 phòng
"Phường Yên Hòa, Cầu Giấy, Hà Nội",50 m²,8.5 tỷ,4.5 m,,,,5 tầng,,Sổ đỏ/ Sổ hồng,,4 phòng
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",51 m²,8.5 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,6 phòng
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",38 m²,2.95 tỷ,4.5 m,,,,,,Sổ đỏ,,
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",35 m²,3.15 tỷ,3.5 m,,,,4 tầng,3 phòng,Sổ đỏ.,Đầy đủ.,4 phòng
"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",45 m²,4.95 tỷ,,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,6 phòng
"Đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",45 m²,2.75 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,2 phòng
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",32 m²,4.2 tỷ,4 m,2.6 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,3 phòng
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",30 m²,2.55 tỷ,,,Tây - Bắc,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội",32 m²,4.15 tỷ,3.5 m,2.5 m,,,5 tầng,4 phòng,Sổ đỏ,Nội thất đầy đủ,3 phòng
"Đường Hoàng Hoa Thám, Phường Bưởi, Tây Hồ, Hà Nội",32 m²,4.55 tỷ,4.2 m,2.5 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,3 phòng
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",43 m²,3.45 tỷ,4 m,2.5 m,Đông - Bắc,Đông - Bắc,4 tầng,3 phòng,Sổ đỏ,Nội thất đầy đủ ,4 phòng
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",55.5 m²,9 tỷ,3.6 m,3 m,Đông - Nam,Đông - Nam,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Full nội thất liền tường nhập khẩu,4 phòng
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",35 m²,4.5 tỷ,4 m,3 m,Đông - Nam,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Ngõ 20, đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",66 m²,7.3 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,
"Đường Nguyễn Công Hoan, Phường Ngọc Khánh, Ba Đình, Hà Nội",62 m²,8.8 tỷ,,,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Âu Cơ, Phường Quảng An, Tây Hồ, Hà Nội",85.2 m²,7.8 tỷ,5.6 m,,,,2 tầng,,Sổ hồng,Nội thất đầy đủ,
"Ngõ 28, Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",30 m²,2.55 tỷ,3.5 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,"Nóng lanh, điều hòa, tủ bếp, quạt trần.",3 phòng
"Đường 442B, Xã Vân Canh, Hoài Đức, Hà Nội",60 m²,3.25 tỷ,,4 m,,,4 tầng,,,,4 phòng
"Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",30 m²,3.15 tỷ,4 m,2 m,Bắc,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,4 phòng
"Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội",58 m²,86 triệu,,2.5 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",36 m²,4.25 tỷ,4 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"Trang bị đầy đủ và kỹ lưỡng: Toàn bộ cửa đều bằng gỗ Lim Nam Phi, thiết bị vệ sinh Toto nhập khẩu, sofa, tivi tủ lạnh, giường tủ, nóng lạnh Picenza, nhôm kính Việt Pháp, trang trí đèn chùm, trần thạch",3 phòng
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",40 m²,5.6 tỷ,5 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",45 m²,3.98 tỷ,,2.5 m,,,4 tầng,3 phòng,,,4 phòng
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",35 m²,3.08 tỷ,3.9 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản đầy đủ ,3 phòng
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",44 m²,4.6 tỷ,5 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",50 m²,5.3 tỷ,4 m,3 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,4 phòng
"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",45 m²,2.48 tỷ,4 m,3 m,Tây - Bắc,,4 tầng,3 phòng,- Sổ đỏ,Nội thất cơ bản đầy đủ ,4 phòng
"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",30 m²,3.45 tỷ,4.5 m,4 m,,,5 tầng,,,,3 phòng
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",48 m²,4.75 tỷ,3.6 m,3.5 m,,,5 tầng,4 phòng,Sổ đỏ chính chủ,Nội thất xịn,5 phòng
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",56.1 m²,3.15 tỷ,5.5 m,4 m,,,4 tầng,,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội",45 m²,3.5 tỷ,8 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,3 phòng
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",35 m²,2.7 tỷ,,3 m,,,4 tầng,,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",50 m²,5.4 tỷ,3 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,4 phòng
"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",38 m²,3.99 tỷ,,,,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ ,4 phòng
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",43 m²,4.1 tỷ,4 m,3 m,,,4 tầng,3 phòng,Sổ đỏ chính chủ,Nội thất gỗ lim,4 phòng
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",45 m²,5.4 tỷ,4 m,10 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,6 phòng
"Ngõ 521 Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",46 m²,2.9 tỷ,,2 m,Nam,,1 tầng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,1 phòng
"Đường Nguyễn Viết Xuân, Phường Quang Trung, Hà Đông, Hà Nội",48 m²,5.2 tỷ,,,,,4 tầng,,Sổ đỏ,,3 phòng
"Đường Yên Phúc, Phường Phúc La, Hà Đông, Hà Nội",50 m²,6.1 tỷ,5 m,2.5 m,Bắc,Bắc,6 tầng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,11 phòng
"Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội",41 m²,5.4 tỷ,,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,3 phòng
"Dự án Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",38 m²,4.15 tỷ,,,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,4 phòng
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",50 m²,4.5 tỷ,4 m,,,,5 tầng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",34 m²,5.1 tỷ,4 m,2.5 m,Tây - Nam,Tây - Nam,6 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ ,5 phòng
"Phường Khương Trung, Thanh Xuân, Hà Nội",50 m²,7.7 tỷ,4 m,,,,4 tầng,4 phòng,Sổ đỏ chính chủ.,,4 phòng
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",35 m²,4.85 tỷ,3.3 m,13 m,Đông - Bắc,Đông - Bắc,6 tầng,5 phòng,Sổ đỏ chính chủ,Nội thất cao cấp,4 phòng
"Phố Trần Đại Nghĩa, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",60 m²,7.6 tỷ,5 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,6 phòng
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",90 m²,6.3 tỷ,4 m,,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,4 phòng
"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",90 m²,6.8 tỷ,6.9 m,,,,4 tầng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,
"Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",31 m²,1.7 tỷ,4.2 m,3 m,Đông,Đông,2 tầng,2 phòng,Hợp đồng mua bán.,Nội thất đầy đủ.,2 phòng
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",56 m²,5.8 tỷ,4 m,4 m,Bắc,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,5 phòng
"Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội",25 m²,2.7 tỷ,,,,,5 tầng,4 phòng,Sổ đỏ,,3 phòng
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",33 m²,1.85 tỷ,4 m,3 m,Tây - Nam,,4 tầng,3 phòng,Sổ đỏ,,3 phòng
"Phường Yên Nghĩa, Hà Đông, Hà Nội",33 m²,2.1 tỷ,4 m,2.5 m,Tây - Nam,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",38 m²,3.46 tỷ,4 m,8 m,Tây - Nam,,5 tầng,4 phòng,Sổ đỏ,,4 phòng
"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",61 m²,9.5 tỷ,3.9 m,4 m,,,7 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ cao cấp,13 phòng
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",28 m²,2.6 tỷ,,,,,4 tầng,3 phòng,,,3 phòng
"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",63 m²,7.2 tỷ,,,,,5 tầng,,Sổ đỏ/ Sổ hồng,,6 phòng
"Đường Nguyễn Viết Xuân, Phường Quang Trung, Hà Đông, Hà Nội",36 m²,4 tỷ,3.5 m,4 m,Tây - Nam,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản ,4 phòng
"Đường Tu Hoàng, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",48 m²,7.7 tỷ,15 m,6 m,Đông,Nam,4 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,4 phòng
"Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",38 m²,2.7 tỷ,,,,,4 tầng,2 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Phố Ngọc Khánh, Phường Giảng Võ, Ba Đình, Hà Nội",64 m²,5.7 tỷ,5 m,8 m,,,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng
"Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội",40 m²,6.15 tỷ,6.8 m,2.5 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ ,3 phòng
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",30 m²,1 tỷ,,,,,,,,,
"Phố Chính Kinh, Phường Nhân Chính, Thanh Xuân, Hà Nội",40 m²,4.8 tỷ,4 m,4 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Phường Thạch Bàn, Long Biên, Hà Nội",50 m²,6.3 tỷ,5 m,,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,6 phòng
"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",60 m²,4.9 tỷ,5 m,5 m,Đông - Nam,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Phố Bà Triệu, Phường Kiến Hưng, Hà Đông, Hà Nội",55 m²,8.5 tỷ,4 m,8 m,Tây,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện đầy đủ,5 phòng
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",31 m²,2.58 tỷ,4.2 m,3 m,Tây - Nam,Tây - Nam,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Phố Thái Thịnh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",42 m²,5.5 tỷ,,,,,6 tầng,4 phòng,,,8 phòng
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",36 m²,4.2 tỷ,4 m,5 m,Bắc,Bắc,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,3 phòng
"Phường Sài Đồng, Long Biên, Hà Nội",38 m²,3.88 tỷ,,,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,3 phòng
"Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",40 m²,3.95 tỷ,6 m,3.5 m,Nam,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,3 phòng
"Đường Trương Hán Siêu, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",40 m²,6.5 tỷ,,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,7 tỷ,4.4 m,,,,4 tầng,,Sổ đỏ/ Sổ hồng.,,
"Phố Khâm Thiên, Phường Trung Phụng, Đống Đa, Hà Nội",37 m²,4.1 tỷ,3.4 m,,,,3 tầng,2 phòng,Sổ đỏ/ Sổ hồng,,2 phòng
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",55 m²,6.4 tỷ,,,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội",31 m²,4.1 tỷ,3.5 m,2.6 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thát đầy đủ,3 phòng
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",34 m²,9 tỷ,5 m,5 m,Đông,,6 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",54 m²,7 tỷ,4.4 m,,,,4 tầng,,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",44 m²,5.29 tỷ,4 m,4 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, sang trọng và đẳng cấp.",4 phòng
"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",37 m²,3.7 tỷ,6 m,1 m,,,4 tầng,3 phòng,,,3 phòng
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",32 m²,3.2 tỷ,,,,,5 tầng,,,,3 phòng
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",52 m²,5.58 tỷ,5 m,3 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất sang trọng và đẳng cấp.,4 phòng
"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",36 m²,3.5 tỷ,3 m,4 m,,,4 tầng,3 phòng,,,3 phòng
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",32 m²,4.1 tỷ,5 m,2.6 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,3 phòng
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",36 m²,3.5 tỷ,4 m,3 m,,,4 tầng,3 phòng,,,3 phòng
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",40 m²,3.65 tỷ,3.8 m,,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Phố Xã Đàn, Phường Trung Phụng, Đống Đa, Hà Nội",40 m²,4.35 tỷ,,3 m,,,,,Đã có sổ,,5 phòng
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",55 m²,5.3 tỷ,,,,,,,,,
"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",30 m²,3.2 tỷ,,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,3 phòng
"Đường 6, Xã Phụng Châu, Chương Mỹ, Hà Nội",35 m²,1.35 tỷ,,3 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",31 m²,3.7 tỷ,4.3 m,3.5 m,Đông - Nam,Đông - Nam,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,"Tủ bếp, bếp, hút mùi.",3 phòng
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",45 m²,5.95 tỷ,5.8 m,2.5 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,5 phòng
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.4 tỷ,3.5 m,3.5 m,,,4 tầng,3 phòng,,,4 phòng
"Phường Yên Nghĩa, Hà Đông, Hà Nội",32 m²,1.95 tỷ,3.5 m,3 m,,,4 tầng,3 phòng,,,3 phòng
"Đường 6, Xã Phụng Châu, Chương Mỹ, Hà Nội",32 m²,1.65 tỷ,3.8 m,4.2 m,,,4 tầng,3 phòng,,Đầy đủ.,3 phòng
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",39 m²,2.8 tỷ,3.7 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Ngõ 6, Đường Hữu Lê, Xã Hữu Hòa, Thanh Trì, Hà Nội",38 m²,2.98 tỷ,4 m,3 m,,,4 tầng,,,,3 phòng
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",35 m²,2.95 tỷ,3.5 m,2.5 m,Tây,Tây,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",32 m²,2.95 tỷ,3.4 m,2.5 m,Đông - Bắc,Đông - Bắc,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Ngõ 394, Đường Mỹ Đình 1, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",56 m²,6.3 tỷ,5.3 m,3.5 m,Đông,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản đầy đủ.,6 phòng
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",34 m²,4.2 tỷ,4 m,2 m,,,5 tầng,,,,3 phòng
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",33 m²,1.95 tỷ,4.28 m,2 m,Đông - Nam,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",74.3 m²,3.9 tỷ,3.8 m,2.5 m,Đông - Nam,Đông - Nam,,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,4 phòng
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",74 m²,3.99 tỷ,4 m,3 m,Đông - Bắc,Đông - Bắc,4 tầng,,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",32 m²,4.15 tỷ,5.1 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",45 m²,5.4 tỷ,4 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,6 phòng
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",35 m²,3.5 tỷ,,,,,5 tầng,4 phòng,,,4 phòng
"Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",30 m²,4.3 tỷ,4.2 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Phố Lạc Trung, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",35 m²,4.95 tỷ,,,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",34 m²,2.4 tỷ,3.5 m,2.5 m,Đông - Bắc,Đông - Bắc,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,4 phòng
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",52 m²,7.9 tỷ,4.25 m,4 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"Full đồ, ghế sofa, tủ bếp, bàn ăn, quạt trần, sàn lát gỗ, tủ tivi, kệ trang trí.",4 phòng
"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",46 m²,7.5 tỷ,,,,,6 tầng,5 phòng,,,5 phòng
"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội",52 m²,9.2 tỷ,5.6 m,6 m,,,7 tầng,4 phòng,,Đầy đủ,4 phòng
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",70 m²,7 tỷ,3.8 m,6 m,,,4 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng
"Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",75 m²,9 tỷ,,,,,5 tầng,17 phòng,Sổ đỏ,,17 phòng
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",80 m²,9.2 tỷ,,,,,5 tầng,17 phòng,Sổ đỏ,,17 phòng
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",55 m²,6.7 tỷ,4 m,4 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,6 phòng
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",35 m²,4.8 tỷ,3.8 m,3 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,3 phòng
"Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",42.6 m²,4.5 tỷ,4 m,5 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",45 m²,6 tỷ,,,,,,,Sổ đỏ/ Sổ hồng,,
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",34 m²,2.03 tỷ,5 m,3.5 m,Đông,Đông,1 tầng,1 phòng,Sổ đỏ/ Sổ hồng,,2 phòng
"Phường La Khê, Hà Đông, Hà Nội",25 m²,2.8 tỷ,,,,,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, còn mới",3 phòng
"Ngõ 82, Phố Chùa Bộc, Phường Trung Tự, Đống Đa, Hà Nội",42 m²,5.52 tỷ,3.5 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,6 phòng
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",45 m²,5 tỷ,4.1 m,2.5 m,,,3 tầng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,2 phòng
"Đường Ngô Thì Nhậm, Phường Quang Trung, Hà Đông, Hà Nội",50 m²,7.9 tỷ,5.5 m,15 m,,,4 tầng,3 phòng,Sổ đỏ,Full nội thất,4 phòng
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",40 m²,7.8 tỷ,,5 m,,,,,Đã có sổ,,4 phòng
"Ngõ 111, Đường Tân Triều, Xã Tân Triều, Thanh Trì, Hà Nội",55 m²,8.8 tỷ,,,,,7 tầng,,Sổ đỏ/ Sổ hồng,Full nội thất,
"Phường Kiến Hưng, Hà Đông, Hà Nội",63 m²,7.6 tỷ,,,,,3 tầng,,,,3 phòng
"Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội",50 m²,8 tỷ,4 m,,,,5 tầng,,,,
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",68 m²,4.65 tỷ,4 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",36 m²,5.2 tỷ,4 m,3 m,,,6 tầng,6 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",40 m²,8.4 tỷ,4 m,8 m,,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",45 m²,7.5 tỷ,3.8 m,5 m,,,6 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"Sàn lát gỗ, cầu thang gỗ Lim, thang máy, tủ bếp, đèn trang tri, cửa thông phòng gỗ Lim.",3 phòng
