Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường 422, Xã Vân Canh, Hoài Đức, Hà Nội",31 m²,2.5 tỷ,3.8 m,2.3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất, tivi tủ lạnh, điều hòa giường tủ khách mua chỉ việc xách vali về ở.",Tây - Bắc,Tây - Bắc
"Đường 422, Xã Vân Canh, Hoài Đức, Hà Nội",45 m²,3.3 tỷ,4 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất cơ bản về ở được luôn.,Tây - Nam,Tây - Nam
"190, Đường Quán Thánh, Phường Quán Thánh, Ba Đình, Hà Nội",30 m²,6.4 tỷ,,,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,Tây,
"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",70 m²,12 tỷ,5 m,10 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Đốc Ngữ, Phường Vĩnh Phúc, Ba Đình, Hà Nội",51 m²,16 tỷ,5.7 m,4 m,6 tầng,4 phòng,5 phòng,Sổ đỏ,,,
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",32 m²,3.9 tỷ,,2.5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất sang trọng,,
"Xã Hải Bối, Đông Anh, Hà Nội",67 m²,6.7 tỷ,,,3 tầng,5 phòng,3 phòng,,,,
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Hoàng Hoa Thám, Phường Bưởi, Tây Hồ, Hà Nội",36.5 m²,4.65 tỷ,4 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,
"Đường Cổ Bản, Phường Đồng Mai, Hà Đông, Hà Nội",36 m²,2.35 tỷ,4.5 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Cơ bản,Đông - Bắc,Đông - Bắc
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",70 m²,12.3 tỷ,6 m,3 m,8 tầng,12 phòng,12 phòng,Sổ đỏ,Nội thất đầy đủ.,,
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",42 m²,9.8 tỷ,4.2 m,5 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,,
"Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",75 m²,16.5 tỷ,,,7 tầng,,,,,,
"Đường Cầu Diễn, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",150 m²,Thỏa thuận,,3 m,,,,Sổ đỏ/ Sổ hồng.,,,
"Đường Do Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",33 m²,2.55 tỷ,4 m,3 m,5 tầng,3 phòng,3 phòng,,,Tây - Bắc,Tây - Bắc
"Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",60 m²,9.6 tỷ,5 m,12 m,6 tầng,5 phòng,4 phòng,,,Đông - Nam,Đông - Nam
"Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội",50 m²,7.5 tỷ,4.45 m,3 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Kim Mã, Phường Ngọc Khánh, Ba Đình, Hà Nội",20 m²,3.7 tỷ,4.3 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất cơ bản,Tây,Tây
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",33.5 m²,4 tỷ,3.73 m,85 m,5 tầng,4 phòng,4 phòng,Sổ đỏ chính chủ .pháp lý rõ ràng,Nhập ngoại,Đông - Nam,Đông - Nam
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",55 m²,5.6 tỷ,4.5 m,,4 tầng,4 phòng,6 phòng,,,,
"Đường Biên Giang, Phường Biên Giang, Hà Đông, Hà Nội",32 m²,1.65 tỷ,3.6 m,3 m,4 tầng,3 phòng,3 phòng,,Cơ bản,Đông - Nam,Đông - Nam
"Đường Chùa Võ, Phường Dương Nội, Hà Đông, Hà Nội",33 m²,2.63 tỷ,3.5 m,3 m,5 tầng,3 phòng,3 phòng,Sổ đỏ,Cơ bản,Đông - Nam,Đông - Nam
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",44 m²,4.3 tỷ,3.8 m,2.5 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ cơ bản.,,
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",33 m²,3.75 tỷ,4.5 m,3 m,5 tầng,3 phòng,3 phòng,Sổ hồng,Cơ bản,Đông - Bắc,Đông - Bắc
"Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",46 m²,5.15 tỷ,4 m,12 m,1 tầng,1 phòng,1 phòng,Sổ đỏ.,"Đầy đủ, mới đét, sang trọng.",,
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",35 m²,2.05 tỷ,4.5 m,3.5 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Cơ bản,Đông - Bắc,Đông - Bắc
"Phường Biên Giang, Hà Đông, Hà Nội",34 m²,1.75 tỷ,4.5 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Cơ bản,Tây - Bắc,Tây - Bắc
"Đường Nguyên Xá, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",54.5 m²,Thỏa thuận,,,4 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42 m²,6.8 tỷ,,,4 tầng,6 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",35 m²,3 tỷ,,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",50 m²,8.68 tỷ,5.4 m,5 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",65 m²,14.6 tỷ,,,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 850, Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",50 m²,11 tỷ,5.2 m,5 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",31 m²,Thỏa thuận,,,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Võ Văn Dũng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",35 m²,10.5 tỷ,,6 m,6 tầng,4 phòng,5 phòng,Có Sổ Đỏ,Cao Cấp,,
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",40 m²,3.6 tỷ,,,4 tầng,5 phòng,,Sổ đỏ,Full nội thất.,,
"Đường Ngọc Hà, Phường Đội Cấn, Ba Đình, Hà Nội",23 m²,8.5 tỷ,2.7 m,,,,,Sổ đỏ/ Sổ hồng,,Đông,Đông
"Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",65 m²,14.3 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",50 m²,4.1 tỷ,4 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",38 m²,6.3 tỷ,,,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",180 m²,34.9 tỷ,9 m,6 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",50 m²,7.5 tỷ,4.5 m,10 m,6 tầng,6 phòng,6 phòng,Sổ đỏ,Đầy đủ.,,
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",50 m²,3.6 tỷ,4 m,,5 tầng,,,Sổ đỏ/ Sổ hồng.,Nội thất sang trọng để lại hết.,,
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",50 m²,3.8 tỷ,3.5 m,,5 tầng,,,Sổ đỏ/ Sổ hồng.,,,
"Đường 1A, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",50 m²,3.69 tỷ,4 m,7 m,5 tầng,6 phòng,5 phòng,Sổ đỏ cất két sẵn sàng giao dịch.,Cơ bản.,,
"Đường 21, Phường Trung Sơn Trầm, Sơn Tây, Hà Nội",130 m²,Thỏa thuận,5 m,5 m,,,,Đã có sổ đỏ.,,Đông - Nam,
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",58 m²,6.8 tỷ,,4 m,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Tôn Đức Thắng, Phường Văn Miếu, Đống Đa, Hà Nội",50 m²,5.5 tỷ,5 m,3 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường Vạn Bảo, Phường Liễu Giai, Ba Đình, Hà Nội",48 m²,7 tỷ,,,,,,Sổ đỏ,,,
"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",38 m²,9.1 tỷ,3.5 m,8 m,4 tầng,4 phòng,3 phòng,,Nội thất đầy đủ,,
"Ngõ 68, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",38 m²,4.25 tỷ,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"67, Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",48 m²,6.25 tỷ,6 m,5 m,5 tầng,4 phòng,4 phòng,,Tặng toàn bộ nội thất.,,
"Đường Nguyễn Đình Thi, Phường Thụy Khuê, Tây Hồ, Hà Nội",41 m²,4.59 tỷ,3.5 m,2 m,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
Phố Vọng Trường Chinh Đại La Giải Phóng gần Bách Kinh Xây,40 m²,7.6 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nhà đầy đủ nội thất mới tinh,,
"Đường Lê Trọng Tấn, Phường Khương Trung, Thanh Xuân, Hà Nội",35 m²,4 tỷ,,2.5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất sang trọng,,
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",35 m²,5.75 tỷ,3.9 m,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",101 m²,18.5 tỷ,7.5 m,2.5 m,5 tầng,6 phòng,,Sổ đỏ đẹp,Cao cấp,,
"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",60 m²,8.5 tỷ,,,7 tầng,,,Sổ đỏ,,,
"Đường Hòe Thị, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",41 m²,3.5 tỷ,5 m,5 m,6 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Cao cấp.,,
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",40 m²,4.5 tỷ,4 m,4 m,5 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",64 m²,4.6 tỷ,3.7 m,3 m,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Hoàn thiện cơ bản.,,
"Đường Vĩnh Phúc, Phường Ngọc Hà, Ba Đình, Hà Nội",48 m²,7.2 tỷ,7 m,7 m,5 tầng,9 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",82 m²,7 tỷ,,3 m,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,Full.,,
"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",39 m²,4.2 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phú Minh, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",35 m²,2.8 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",39 m²,2.25 tỷ,3.35 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",45 m²,8.8 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",30 m²,1.85 tỷ,,2 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Yên Bình, Phường Phúc La, Hà Đông, Hà Nội",35 m²,4.35 tỷ,,2 m,5 tầng,3 phòng,4 phòng,Sổ đỏ,,Bắc,
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",46 m²,6.5 tỷ,,4 m,5 tầng,6 phòng,4 phòng,,Full.,,
"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.8 tỷ,,4 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,Tây - Nam
"Đường Hoàng Như Tiếp, Phường Ngọc Lâm, Long Biên, Hà Nội",50 m²,7 tỷ,,,6 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",58 m²,4.75 tỷ,4 m,2.5 m,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Nam,Nam
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",37 m²,2.07 tỷ,3.5 m,2 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,,Đông - Nam,Đông - Nam
"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",39 m²,4.1 tỷ,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Hồ Đắc Di, Phường Trung Tự, Đống Đa, Hà Nội",46 m²,5.5 tỷ,,6 m,5 tầng,4 phòng,4 phòng,Sổ đỏ vuông vắn.,"Đầy đủ nội thất chăn ga, gối đệm giường, tủ, bếp, đều hòa, nóng lạnh, trang thiết bị nhập ngoại.",,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",40 m²,3.4 tỷ,5 m,,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",52 m²,7.6 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",75 m²,24.5 tỷ,,,7 tầng,8 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội",65 m²,9.5 tỷ,,,6 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",45 m²,4.15 tỷ,,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",50 m²,5 tỷ,,,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full.,,
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",48 m²,5.1 tỷ,,,4 tầng,4 phòng,,,,,
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",40 m²,4.6 tỷ,,,5 tầng,6 phòng,,,Full,,
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",30 m²,2.9 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full,,
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",34 m²,3.9 tỷ,,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full.,,
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",45 m²,8.8 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",62 m²,20.5 tỷ,,,,,,,,,
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",55 m²,6.8 tỷ,4 m,,5 tầng,7 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",100 m²,17.9 tỷ,,3 m,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",33 m²,4.1 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",40 m²,6.2 tỷ,4 m,,5 tầng,5 phòng,,,,,
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",40 m²,4.5 tỷ,4.5 m,3 m,5 tầng,3 phòng,4 phòng,Có sổ,Cơ Bản,Đông - Bắc,Đông - Bắc
"Phố Khâm Thiên, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",38 m²,5.1 tỷ,3.2 m,4 m,5 tầng,6 phòng,5 phòng,"Sổ đỏ chính chủ, nở hậu.",,,
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",33 m²,2.95 tỷ,5 m,,4 tầng,3 phòng,4 phòng,Sổ đỏ.,,,
"Đường Yên Phúc, Phường Phúc La, Hà Đông, Hà Nội",50 m²,6.1 tỷ,5 m,2.5 m,6 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc,Bắc
"Đường Nguyễn Đức Cảnh, Phường Đại Kim, Hoàng Mai, Hà Nội",31 m²,2.7 tỷ,,,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất đầy đủ, đẹp.",,
"Phố Phố Vọng, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",25 m²,2.78 tỷ,3.4 m,,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",50 m²,6.5 tỷ,4.5 m,12 m,,,,,,Đông - Bắc,Đông - Bắc
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",40 m²,Thỏa thuận,,,4 tầng,4 phòng,,,,,
"Đường Nguyễn Chính, Phường Giáp Bát, Hoàng Mai, Hà Nội",40 m²,4.1 tỷ,3.5 m,,3 tầng,3 phòng,2 phòng,Sổ đỏ.,,,
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",83 m²,16 tỷ,5 m,5 m,6 tầng,7 phòng,8 phòng,Sổ đỏ sẵn sàng giao dịch,Đầy đủ,,
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",45 m²,5.2 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Nam,
"F361, Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",79.4 m²,11 tỷ,6 m,5 m,3 tầng,4 phòng,3 phòng,,Full nội thất.,Đông - Nam,Đông - Nam
"515, Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",37 m²,4.5 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",36 m²,5 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,
"Ngõ 23, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",37 m²,4.85 tỷ,6 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông,
"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội",50 m²,9.5 tỷ,4 m,,4 tầng,4 phòng,5 phòng,Sổ đỏ.,,,
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",38 m²,5 tỷ,3.5 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Bắc,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",70 m²,24.6 tỷ,8 m,8 m,8 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,Đông - Bắc
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",120 m²,29.5 tỷ,6.8 m,6 m,8 tầng,4 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Bắc,
"290, Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",52 m²,5.6 tỷ,6 m,3.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,
"Đường Nguyễn Đình Hoàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",45 m²,4.7 tỷ,,3 m,5 tầng,6 phòng,4 phòng,,Đầy đủ ,Nam,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",36 m²,4.15 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Tây,
"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",36 m²,4.8 tỷ,4 m,3 m,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Trần Vỹ, Phường Mai Dịch, Cầu Giấy, Hà Nội",47 m²,9.6 tỷ,4.8 m,4 m,7 tầng,9 phòng,9 phòng,Sổ đỏ,,Đông - Nam,
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",56 m²,7.5 tỷ,4.5 m,7 m,6 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,,
"Phố Kim Mã, Phường Ngọc Khánh, Ba Đình, Hà Nội",52 m²,5.6 tỷ,6 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,
"Nhà số 138 ngõ 612, Đường La Thành, Phường Láng Thượng, Đống Đa, Hà Nội",54 m²,5.85 tỷ,4 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",65 m²,24 tỷ,6 m,6 m,8 tầng,6 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam
"Ngõ 32a, Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",56.6 m²,Thỏa thuận,5 m,,,,,Sổ đỏ/ Sổ hồng,,Tây - Nam,
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",56 m²,6 tỷ,4.8 m,5 m,5 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,,
"Phố Bà Triệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",80 m²,Thỏa thuận,,,6 tầng,,,Sổ đỏ,,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",45 m²,4.9 tỷ,3.3 m,4.6 m,5 tầng,6 phòng,4 phòng,Sổ đỏ.,,,
"Đường Lê Văn Hiến, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",30 m²,2.65 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",35 m²,4.2 tỷ,4 m,6 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Cù Chính Lan, Phường Khương Mai, Thanh Xuân, Hà Nội",56 m²,7.25 tỷ,5.5 m,6 m,6 tầng,4 phòng,3 phòng,Sổ đỏ,Nội thất cao cấp,,
"Đường Hoàng Hoa Thám, Phường Bưởi, Tây Hồ, Hà Nội",38 m²,4.65 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Nội thất được gia chủ làm rất kỹ càng tỉ mỉ: Cửa chính 2 lớp: Cửa sắt bảo vệ và cửa gỗ Lim, sàn gỗ, tủ bếp hút mùi, nóng lạnh, mành rèm đầy đủ. Thiết bị vệ sinh Inax chính hãng, nhôm kính Xingfa,..",,
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",42 m²,4.2 tỷ,4 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",38 m²,3.1 tỷ,4 m,4 m,5 tầng,3 phòng,4 phòng,,,,
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",36 m²,3.85 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",33 m²,1.345 tỷ,,,,,,,"Gồm 2 điều hòa, bình nóng lạnh, máy giặt, tủ bếp, giường tủ...",,
"Đường Tân Triều, Xã Tân Triều, Thanh Trì, Hà Nội",30 m²,2.05 tỷ,4 m,3 m,5 tầng,3 phòng,3 phòng,,Đầy đủ.,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",45 m²,4 tỷ,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường Đặng Vũ Hỷ, Phường Thượng Thanh, Long Biên, Hà Nội",99 m²,11.3 tỷ,7 m,12 m,4 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,Tây - Nam
